,pos_ip,da_price,si
2022-04-17 23:30:00+00:00,14.28,81.0,255.615
2022-04-17 23:45:00+00:00,74.82,81.0,124.397
2022-04-18 00:00:00+00:00,240.12,84.0,-103.905
2022-04-18 00:15:00+00:00,239.39,84.0,-116.62
2022-04-18 00:30:00+00:00,239.39,84.0,-56.658
2022-04-18 00:45:00+00:00,241.17,84.0,-259.797
2022-04-18 01:00:00+00:00,253.5,81.0,-204.499
2022-04-18 01:15:00+00:00,239.39,81.0,-128.029
2022-04-18 01:30:00+00:00,260.75,81.0,-292.955
2022-04-18 01:45:00+00:00,252.51,81.0,-179.436
2022-04-18 02:00:00+00:00,239.39,85.25,-37.692
2022-04-18 02:15:00+00:00,69.35,85.25,172.768
2022-04-18 02:30:00+00:00,67.19,85.25,190.41
2022-04-18 02:45:00+00:00,70.5,85.25,132.384
2022-04-18 03:00:00+00:00,62.78,92.31,340.613
2022-04-18 03:15:00+00:00,-7.8,92.31,318.542
2022-04-18 03:30:00+00:00,-9.53,92.31,192.117
2022-04-18 03:45:00+00:00,0.0,92.31,98.313
2022-04-18 04:00:00+00:00,-1.75,102.82,186.883
2022-04-18 04:15:00+00:00,11.3,102.82,155.018
2022-04-18 04:30:00+00:00,75.42,102.82,100.865
2022-04-18 04:45:00+00:00,215.45,102.82,-32.615
2022-04-18 05:00:00+00:00,228.84,113.98,-116.308
2022-04-18 05:15:00+00:00,234.96,113.98,-115.048
2022-04-18 05:30:00+00:00,75.0,113.98,52.551
2022-04-18 05:45:00+00:00,215.45,113.98,-34.22
2022-04-18 06:00:00+00:00,217.41,118.82,-276.085
2022-04-18 06:15:00+00:00,224.78,118.82,-221.902
2022-04-18 06:30:00+00:00,215.45,118.82,-105.406
2022-04-18 06:45:00+00:00,215.45,118.82,-48.173
2022-04-18 07:00:00+00:00,254.88,111.04,-397.058
2022-04-18 07:15:00+00:00,406.56,111.04,-181.18
2022-04-18 07:30:00+00:00,215.45,111.04,-16.454
2022-04-18 07:45:00+00:00,58.76,111.04,100.398
2022-04-18 08:00:00+00:00,25.73,93.35,40.186
2022-04-18 08:15:00+00:00,43.63,93.35,66.036
2022-04-18 08:30:00+00:00,215.45,93.35,-13.079
2022-04-18 08:45:00+00:00,-37.74,93.35,198.255
2022-04-18 09:00:00+00:00,-65.72,75.38,43.167
2022-04-18 09:15:00+00:00,65.03,75.38,155.817
2022-04-18 09:30:00+00:00,70.65,75.38,0.82
2022-04-18 09:45:00+00:00,215.45,75.38,-107.141
2022-04-18 10:00:00+00:00,217.07,54.29,-178.178
2022-04-18 10:15:00+00:00,215.45,54.29,-51.954
2022-04-18 10:30:00+00:00,48.29,54.29,63.644
2022-04-18 10:45:00+00:00,31.16,54.29,81.839
2022-04-18 11:00:00+00:00,215.45,59.0,-11.528
2022-04-18 11:15:00+00:00,215.45,59.0,-21.461
2022-04-18 11:30:00+00:00,215.45,59.0,-120.064
2022-04-18 11:45:00+00:00,215.45,59.0,-83.543
2022-04-18 12:00:00+00:00,-6.13,45.0,133.072
2022-04-18 12:15:00+00:00,53.07,45.0,19.446
2022-04-18 12:30:00+00:00,51.06,45.0,130.55
2022-04-18 12:45:00+00:00,50.04,45.0,84.475
2022-04-18 13:00:00+00:00,-39.65,60.58,278.662
2022-04-18 13:15:00+00:00,-80.16,60.58,277.509
2022-04-18 13:30:00+00:00,17.67,60.58,193.883
2022-04-18 13:45:00+00:00,43.82,60.58,82.463
2022-04-18 14:00:00+00:00,63.88,82.92,200.902
2022-04-18 14:15:00+00:00,69.33,82.92,43.288
2022-04-18 14:30:00+00:00,49.7,82.92,146.355
2022-04-18 14:45:00+00:00,215.45,82.92,-136.12
2022-04-18 15:00:00+00:00,54.46,121.25,42.901
2022-04-18 15:15:00+00:00,215.45,121.25,-145.086
2022-04-18 15:30:00+00:00,235.69,121.25,-302.072
2022-04-18 15:45:00+00:00,273.46,121.25,-400.681
2022-04-18 16:00:00+00:00,-55.23,189.84,33.682
2022-04-18 16:15:00+00:00,215.45,189.84,-58.234
2022-04-18 16:30:00+00:00,246.53,189.84,-303.988
2022-04-18 16:45:00+00:00,285.36,189.84,-444.851
2022-04-18 17:00:00+00:00,420.99,240.3,-94.894
2022-04-18 17:15:00+00:00,407.97,240.3,-112.855
2022-04-18 17:30:00+00:00,269.81,240.3,-333.026
2022-04-18 17:45:00+00:00,289.63,240.3,-365.454
2022-04-18 18:00:00+00:00,278.76,250.73,-156.341
2022-04-18 18:15:00+00:00,276.7,250.73,-353.712
2022-04-18 18:30:00+00:00,290.73,250.73,-289.472
2022-04-18 18:45:00+00:00,282.6,250.73,-288.799
2022-04-18 19:00:00+00:00,251.94,236.11,-86.005
2022-04-18 19:15:00+00:00,239.82,236.11,-60.212
2022-04-18 19:30:00+00:00,65.28,236.11,34.316
2022-04-18 19:45:00+00:00,58.91,236.11,88.771
2022-04-18 20:00:00+00:00,245.0,221.23,-121.507
2022-04-18 20:15:00+00:00,245.0,221.23,-115.111
2022-04-18 20:30:00+00:00,245.0,221.23,-113.412
2022-04-18 20:45:00+00:00,245.0,221.23,-121.145
2022-04-18 21:00:00+00:00,251.31,202.0,-331.806
2022-04-18 21:15:00+00:00,219.1,202.0,-145.139
2022-04-18 21:30:00+00:00,219.1,202.0,-85.194
2022-04-18 21:45:00+00:00,219.1,202.0,-50.442
2022-04-18 22:00:00+00:00,219.45,205.0,-62.299
2022-04-18 22:15:00+00:00,72.76,205.0,72.851
2022-04-18 22:30:00+00:00,69.79,205.0,81.59
2022-04-18 22:45:00+00:00,48.57,205.0,77.075
2022-04-18 23:00:00+00:00,29.21,192.98,139.404
2022-04-18 23:15:00+00:00,70.22,192.98,71.94
2022-04-18 23:30:00+00:00,70.59,192.98,67.117
2022-04-18 23:45:00+00:00,70.88,192.98,64.797
2022-04-19 00:00:00+00:00,218.13,191.14,-211.871
2022-04-19 00:15:00+00:00,242.6,191.14,-232.738
2022-04-19 00:30:00+00:00,199.49,191.14,-92.743
2022-04-19 00:45:00+00:00,201.03,191.14,-172.899
2022-04-19 01:00:00+00:00,209.68,190.95,-178.044
2022-04-19 01:15:00+00:00,228.61,190.95,-198.749
2022-04-19 01:30:00+00:00,209.5,190.95,-166.361
2022-04-19 01:45:00+00:00,202.01,190.95,-166.799
2022-04-19 02:00:00+00:00,196.17,190.0,-36.088
2022-04-19 02:15:00+00:00,190.0,190.0,-103.982
2022-04-19 02:30:00+00:00,191.4,190.0,-151.427
2022-04-19 02:45:00+00:00,195.03,190.0,-273.007
2022-04-19 03:00:00+00:00,200.61,200.61,-48.468
2022-04-19 03:15:00+00:00,201.63,200.61,-166.353
2022-04-19 03:30:00+00:00,245.84,200.61,-265.56
2022-04-19 03:45:00+00:00,216.79,200.61,-172.321
2022-04-19 04:00:00+00:00,264.52,251.27,-67.32
2022-04-19 04:15:00+00:00,70.0,251.27,17.247
2022-04-19 04:30:00+00:00,69.17,251.27,169.567
2022-04-19 04:45:00+00:00,251.27,251.27,-0.686
2022-04-19 05:00:00+00:00,286.89,291.43,-6.877
2022-04-19 05:15:00+00:00,287.79,291.43,-156.108
2022-04-19 05:30:00+00:00,289.18,291.43,-148.326
2022-04-19 05:45:00+00:00,71.55,291.43,23.397
2022-04-19 06:00:00+00:00,294.33,295.43,-20.572
2022-04-19 06:15:00+00:00,70.0,295.43,57.85
2022-04-19 06:30:00+00:00,50.29,295.43,175.305
2022-04-19 06:45:00+00:00,66.89,295.43,169.232
2022-04-19 07:00:00+00:00,70.0,255.71,54.655
2022-04-19 07:15:00+00:00,69.09,255.71,132.93
2022-04-19 07:30:00+00:00,60.16,255.71,155.042
2022-04-19 07:45:00+00:00,16.29,255.71,188.315
2022-04-19 08:00:00+00:00,273.98,212.53,-92.862
2022-04-19 08:15:00+00:00,72.86,212.53,37.231
2022-04-19 08:30:00+00:00,71.35,212.53,121.358
2022-04-19 08:45:00+00:00,190.33,212.53,-15.767
2022-04-19 09:00:00+00:00,217.39,195.33,-232.452
2022-04-19 09:15:00+00:00,222.1,195.33,-246.824
2022-04-19 09:30:00+00:00,218.36,195.33,-193.957
2022-04-19 09:45:00+00:00,213.06,195.33,-52.003
2022-04-19 10:00:00+00:00,284.19,174.23,-11.142
2022-04-19 10:15:00+00:00,259.91,174.23,-107.641
2022-04-19 10:30:00+00:00,234.71,174.23,-125.924
2022-04-19 10:45:00+00:00,232.99,174.23,-70.193
2022-04-19 11:00:00+00:00,254.64,166.92,-263.43
2022-04-19 11:15:00+00:00,249.47,166.92,-109.435
2022-04-19 11:30:00+00:00,-48.75,166.92,60.254
2022-04-19 11:45:00+00:00,215.35,166.92,-0.146
2022-04-19 12:00:00+00:00,226.48,169.77,-102.669
2022-04-19 12:15:00+00:00,221.18,169.77,-108.134
2022-04-19 12:30:00+00:00,246.02,169.77,-144.191
2022-04-19 12:45:00+00:00,232.11,169.77,-90.379
2022-04-19 13:00:00+00:00,70.0,163.28,12.617
2022-04-19 13:15:00+00:00,70.0,163.28,56.749
2022-04-19 13:30:00+00:00,222.88,163.28,-146.609
2022-04-19 13:45:00+00:00,233.69,163.28,-47.835
2022-04-19 14:00:00+00:00,67.77,163.29,269.193
2022-04-19 14:15:00+00:00,34.25,163.29,258.575
2022-04-19 14:30:00+00:00,64.02,163.29,204.72
2022-04-19 14:45:00+00:00,75.0,163.29,17.251
2022-04-19 15:00:00+00:00,70.0,190.43,38.076
2022-04-19 15:15:00+00:00,70.0,190.43,43.617
2022-04-19 15:30:00+00:00,215.26,190.43,-119.57
2022-04-19 15:45:00+00:00,217.65,190.43,-216.708
2022-04-19 16:00:00+00:00,271.01,224.93,-373.624
2022-04-19 16:15:00+00:00,278.21,224.93,-259.389
2022-04-19 16:30:00+00:00,279.92,224.93,-359.893
2022-04-19 16:45:00+00:00,391.64,224.93,-388.085
2022-04-19 17:00:00+00:00,466.73,239.03,-253.594
2022-04-19 17:15:00+00:00,453.0,239.03,-214.1
2022-04-19 17:30:00+00:00,389.04,239.03,-92.162
2022-04-19 17:45:00+00:00,340.26,239.03,-55.531
2022-04-19 18:00:00+00:00,75.1,240.01,117.159
2022-04-19 18:15:00+00:00,240.01,240.01,-1.304
2022-04-19 18:30:00+00:00,240.01,240.01,-63.588
2022-04-19 18:45:00+00:00,240.01,240.01,-9.919
2022-04-19 19:00:00+00:00,278.85,223.6,-254.449
2022-04-19 19:15:00+00:00,249.13,223.6,-67.671
2022-04-19 19:30:00+00:00,259.18,223.6,-34.637
2022-04-19 19:45:00+00:00,-5.88,223.6,56.739
2022-04-19 20:00:00+00:00,375.49,200.0,-199.216
2022-04-19 20:15:00+00:00,362.3,200.0,-147.662
2022-04-19 20:30:00+00:00,362.3,200.0,-130.776
2022-04-19 20:45:00+00:00,37.21,200.0,136.089
2022-04-19 21:00:00+00:00,298.45,184.2,-45.025
2022-04-19 21:15:00+00:00,32.6,184.2,108.05
2022-04-19 21:30:00+00:00,70.87,184.2,109.475
2022-04-19 21:45:00+00:00,250.0,184.2,-14.401
2022-04-19 22:00:00+00:00,6.08,191.0,78.87
2022-04-19 22:15:00+00:00,218.71,191.0,-140.296
2022-04-19 22:30:00+00:00,219.29,191.0,-260.037
2022-04-19 22:45:00+00:00,230.2,191.0,-352.743
2022-04-19 23:00:00+00:00,455.73,189.55,-235.347
2022-04-19 23:15:00+00:00,70.0,189.55,43.127
2022-04-19 23:30:00+00:00,70.0,189.55,149.733
2022-04-19 23:45:00+00:00,215.42,189.55,-57.369
2022-04-20 00:00:00+00:00,68.79,183.1,179.887
2022-04-20 00:15:00+00:00,70.0,183.1,59.043
2022-04-20 00:30:00+00:00,70.0,183.1,8.319
2022-04-20 00:45:00+00:00,69.28,183.1,160.666
2022-04-20 01:00:00+00:00,70.0,183.28,147.574
2022-04-20 01:15:00+00:00,70.0,183.28,99.925
2022-04-20 01:30:00+00:00,70.0,183.28,80.048
2022-04-20 01:45:00+00:00,70.0,183.28,11.437
2022-04-20 02:00:00+00:00,215.42,183.38,-108.757
2022-04-20 02:15:00+00:00,216.93,183.38,-167.765
2022-04-20 02:30:00+00:00,216.47,183.38,-98.997
2022-04-20 02:45:00+00:00,219.23,183.38,-234.581
2022-04-20 03:00:00+00:00,221.79,197.96,-232.366
2022-04-20 03:15:00+00:00,221.86,197.96,-236.007
2022-04-20 03:30:00+00:00,388.39,197.96,-214.421
2022-04-20 03:45:00+00:00,375.0,197.96,-33.959
2022-04-20 04:00:00+00:00,375.0,227.24,-37.275
2022-04-20 04:15:00+00:00,70.0,227.24,4.538
2022-04-20 04:30:00+00:00,210.55,227.24,-33.722
2022-04-20 04:45:00+00:00,70.0,227.24,30.044
2022-04-20 05:00:00+00:00,213.15,249.92,-71.962
2022-04-20 05:15:00+00:00,223.69,249.92,-67.178
2022-04-20 05:30:00+00:00,227.18,249.92,-138.061
2022-04-20 05:45:00+00:00,226.47,249.92,-40.438
2022-04-20 06:00:00+00:00,248.89,249.9,-265.264
2022-04-20 06:15:00+00:00,261.61,249.9,-302.542
2022-04-20 06:30:00+00:00,260.22,249.9,-279.844
2022-04-20 06:45:00+00:00,268.12,249.9,-331.939
2022-04-20 07:00:00+00:00,396.82,209.96,-700.463
2022-04-20 07:15:00+00:00,396.5,209.96,-435.368
2022-04-20 07:30:00+00:00,375.0,209.96,-141.469
2022-04-20 07:45:00+00:00,66.56,209.96,16.744
2022-04-20 08:00:00+00:00,71.84,193.5,88.795
2022-04-20 08:15:00+00:00,218.14,193.5,-25.821
2022-04-20 08:30:00+00:00,71.76,193.5,108.94
2022-04-20 08:45:00+00:00,71.37,193.5,113.349
2022-04-20 09:00:00+00:00,71.73,182.2,62.991
2022-04-20 09:15:00+00:00,279.99,182.2,-51.546
2022-04-20 09:30:00+00:00,215.41,182.2,-8.525
2022-04-20 09:45:00+00:00,19.81,182.2,175.258
2022-04-20 10:00:00+00:00,224.81,138.25,-209.744
2022-04-20 10:15:00+00:00,210.41,138.25,-87.803
2022-04-20 10:30:00+00:00,73.09,138.25,95.216
2022-04-20 10:45:00+00:00,69.55,138.25,159.968
2022-04-20 11:00:00+00:00,222.33,143.2,-65.812
2022-04-20 11:15:00+00:00,215.56,143.2,-48.06
2022-04-20 11:30:00+00:00,40.57,143.2,131.07
2022-04-20 11:45:00+00:00,38.81,143.2,103.906
2022-04-20 12:00:00+00:00,231.44,135.08,-300.498
2022-04-20 12:15:00+00:00,375.98,135.08,-183.855
2022-04-20 12:30:00+00:00,375.0,135.08,-120.613
2022-04-20 12:45:00+00:00,215.62,135.08,-114.947
2022-04-20 13:00:00+00:00,218.96,165.0,-68.795
2022-04-20 13:15:00+00:00,70.0,165.0,29.072
2022-04-20 13:30:00+00:00,226.39,165.0,-129.271
2022-04-20 13:45:00+00:00,231.22,165.0,-150.638
2022-04-20 14:00:00+00:00,16.44,175.7,218.378
2022-04-20 14:15:00+00:00,-3.64,175.7,163.042
2022-04-20 14:30:00+00:00,220.57,175.7,-119.848
2022-04-20 14:45:00+00:00,221.0,175.7,-158.871
2022-04-20 15:00:00+00:00,70.0,196.15,57.493
2022-04-20 15:15:00+00:00,211.98,196.15,-46.856
2022-04-20 15:30:00+00:00,218.35,196.15,-113.662
2022-04-20 15:45:00+00:00,218.35,196.15,-148.646
2022-04-20 16:00:00+00:00,70.82,222.95,51.018
2022-04-20 16:15:00+00:00,229.79,222.95,-73.688
2022-04-20 16:30:00+00:00,236.25,222.95,-196.24
2022-04-20 16:45:00+00:00,390.49,222.95,-396.554
2022-04-20 17:00:00+00:00,70.43,249.0,20.321
2022-04-20 17:15:00+00:00,259.45,249.0,-51.679
2022-04-20 17:30:00+00:00,256.81,249.0,-130.955
2022-04-20 17:45:00+00:00,266.7,249.0,-134.94
2022-04-20 18:00:00+00:00,75.0,250.0,56.951
2022-04-20 18:15:00+00:00,269.89,250.0,-49.322
2022-04-20 18:30:00+00:00,269.9,250.0,-66.715
2022-04-20 18:45:00+00:00,269.89,250.0,-3.373
2022-04-20 19:00:00+00:00,263.65,239.18,-166.658
2022-04-20 19:15:00+00:00,360.0,239.18,-22.197
2022-04-20 19:30:00+00:00,71.24,239.18,109.354
2022-04-20 19:45:00+00:00,68.99,239.18,159.283
2022-04-20 20:00:00+00:00,257.78,220.1,-274.68
2022-04-20 20:15:00+00:00,373.02,220.1,-132.193
2022-04-20 20:30:00+00:00,360.0,220.1,-21.116
2022-04-20 20:45:00+00:00,69.18,220.1,165.498
2022-04-20 21:00:00+00:00,71.41,201.97,75.609
2022-04-20 21:15:00+00:00,72.59,201.97,42.635
2022-04-20 21:30:00+00:00,75.0,201.97,26.988
2022-04-20 21:45:00+00:00,211.53,201.97,-211.594
2022-04-20 22:00:00+00:00,76.75,188.55,20.974
2022-04-20 22:15:00+00:00,389.11,188.55,-201.018
2022-04-20 22:30:00+00:00,389.05,188.55,-112.323
2022-04-20 22:45:00+00:00,210.36,188.55,-112.941
2022-04-20 23:00:00+00:00,234.77,179.92,-274.382
2022-04-20 23:15:00+00:00,215.36,179.92,-86.535
2022-04-20 23:30:00+00:00,215.36,179.92,-5.397
2022-04-20 23:45:00+00:00,215.88,179.92,-144.345
2022-04-21 00:00:00+00:00,227.74,181.08,-145.039
2022-04-21 00:15:00+00:00,220.09,181.08,-117.844
2022-04-21 00:30:00+00:00,237.16,181.08,-211.494
2022-04-21 00:45:00+00:00,389.05,181.08,-54.389
2022-04-21 01:00:00+00:00,221.69,178.92,-48.323
2022-04-21 01:15:00+00:00,231.16,178.92,-229.849
2022-04-21 01:30:00+00:00,389.37,178.92,-213.6
2022-04-21 01:45:00+00:00,389.25,178.92,-167.726
2022-04-21 02:00:00+00:00,389.05,180.5,-86.541
2022-04-21 02:15:00+00:00,389.05,180.5,-66.485
2022-04-21 02:30:00+00:00,226.18,180.5,-199.038
2022-04-21 02:45:00+00:00,221.11,180.5,-164.58
2022-04-21 03:00:00+00:00,70.0,199.92,3.221
2022-04-21 03:15:00+00:00,75.0,199.92,16.136
2022-04-21 03:30:00+00:00,303.36,199.92,-126.22
2022-04-21 03:45:00+00:00,306.51,199.92,-91.725
2022-04-21 04:00:00+00:00,74.98,229.76,58.64
2022-04-21 04:15:00+00:00,75.0,229.76,95.363
2022-04-21 04:30:00+00:00,240.0,229.76,-53.735
2022-04-21 04:45:00+00:00,244.44,229.76,-268.077
2022-04-21 05:00:00+00:00,269.5,256.02,-225.73
2022-04-21 05:15:00+00:00,263.3,256.02,-293.052
2022-04-21 05:30:00+00:00,263.6,256.02,-231.306
2022-04-21 05:45:00+00:00,80.9,256.02,5.662
2022-04-21 06:00:00+00:00,349.53,256.25,-167.067
2022-04-21 06:15:00+00:00,353.56,256.25,-181.366
2022-04-21 06:30:00+00:00,331.09,256.25,-202.088
2022-04-21 06:45:00+00:00,332.8,256.25,-49.912
2022-04-21 07:00:00+00:00,282.97,232.26,-215.502
2022-04-21 07:15:00+00:00,272.71,232.26,-94.767
2022-04-21 07:30:00+00:00,272.71,232.26,-29.461
2022-04-21 07:45:00+00:00,72.56,232.26,33.101
2022-04-21 08:00:00+00:00,276.31,207.93,-404.097
2022-04-21 08:15:00+00:00,233.49,207.93,-165.675
2022-04-21 08:30:00+00:00,293.88,207.93,-81.75
2022-04-21 08:45:00+00:00,71.05,207.93,58.353
2022-04-21 09:00:00+00:00,276.96,181.77,-303.453
2022-04-21 09:15:00+00:00,235.5,181.77,-308.224
2022-04-21 09:30:00+00:00,212.6,181.77,-99.098
2022-04-21 09:45:00+00:00,69.95,181.77,37.895
2022-04-21 10:00:00+00:00,214.28,170.48,-103.164
2022-04-21 10:15:00+00:00,72.62,170.48,13.26
2022-04-21 10:30:00+00:00,72.24,170.48,21.991
2022-04-21 10:45:00+00:00,70.21,170.48,147.011
2022-04-21 11:00:00+00:00,70.0,161.67,124.385
2022-04-21 11:15:00+00:00,64.07,161.67,167.999
2022-04-21 11:30:00+00:00,69.95,161.67,147.441
2022-04-21 11:45:00+00:00,65.36,161.67,144.678
2022-04-21 12:00:00+00:00,69.51,150.0,5.322
2022-04-21 12:15:00+00:00,217.71,150.0,-37.763
2022-04-21 12:30:00+00:00,64.98,150.0,74.967
2022-04-21 12:45:00+00:00,212.44,150.0,-100.946
2022-04-21 13:00:00+00:00,228.32,159.4,-151.054
2022-04-21 13:15:00+00:00,219.13,159.4,-99.259
2022-04-21 13:30:00+00:00,217.89,159.4,-95.271
2022-04-21 13:45:00+00:00,71.37,159.4,132.773
2022-04-21 14:00:00+00:00,65.88,170.39,133.129
2022-04-21 14:15:00+00:00,1.12,170.39,154.41
2022-04-21 14:30:00+00:00,67.77,170.39,46.95
2022-04-21 14:45:00+00:00,214.3,170.39,-49.135
2022-04-21 15:00:00+00:00,-59.77,185.13,429.395
2022-04-21 15:15:00+00:00,-45.52,185.13,311.759
2022-04-21 15:30:00+00:00,0.0,185.13,81.321
2022-04-21 15:45:00+00:00,240.1,185.13,-214.03
2022-04-21 16:00:00+00:00,71.06,204.96,59.257
2022-04-21 16:15:00+00:00,212.5,204.96,-34.363
2022-04-21 16:30:00+00:00,221.78,204.96,-125.238
2022-04-21 16:45:00+00:00,241.45,204.96,-178.465
2022-04-21 17:00:00+00:00,-1.36,220.62,137.818
2022-04-21 17:15:00+00:00,73.14,220.62,54.336
2022-04-21 17:30:00+00:00,256.11,220.62,-113.01
2022-04-21 17:45:00+00:00,254.53,220.62,-61.753
2022-04-21 18:00:00+00:00,237.46,223.61,-86.382
2022-04-21 18:15:00+00:00,240.0,223.61,-108.21
2022-04-21 18:30:00+00:00,240.0,223.61,-61.787
2022-04-21 18:45:00+00:00,70.0,223.61,65.915
2022-04-21 19:00:00+00:00,70.0,220.44,45.013
2022-04-21 19:15:00+00:00,249.28,220.44,-81.643
2022-04-21 19:30:00+00:00,245.5,220.44,-67.021
2022-04-21 19:45:00+00:00,11.75,220.44,220.834
2022-04-21 20:00:00+00:00,-72.3,199.71,60.125
2022-04-21 20:15:00+00:00,253.7,199.71,-115.268
2022-04-21 20:30:00+00:00,221.34,199.71,-59.096
2022-04-21 20:45:00+00:00,216.34,199.71,-22.581
2022-04-21 21:00:00+00:00,9.58,177.88,16.359
2022-04-21 21:15:00+00:00,223.13,177.88,-304.571
2022-04-21 21:30:00+00:00,222.45,177.88,-157.308
2022-04-21 21:45:00+00:00,221.34,177.88,-50.505
2022-04-21 22:00:00+00:00,288.39,185.08,-206.633
2022-04-21 22:15:00+00:00,236.31,185.08,-52.25
2022-04-21 22:30:00+00:00,-44.71,185.08,115.844
2022-04-21 22:45:00+00:00,-28.61,185.08,107.764
2022-04-21 23:00:00+00:00,69.62,180.7,78.377
2022-04-21 23:15:00+00:00,-45.71,180.7,159.196
2022-04-21 23:30:00+00:00,-62.66,180.7,125.864
2022-04-21 23:45:00+00:00,44.39,180.7,89.369
2022-04-22 00:00:00+00:00,-51.1,187.01,168.572
2022-04-22 00:15:00+00:00,70.69,187.01,14.063
2022-04-22 00:30:00+00:00,234.74,187.01,-33.639
2022-04-22 00:45:00+00:00,233.97,187.01,-192.169
2022-04-22 01:00:00+00:00,236.88,179.41,-178.181
2022-04-22 01:15:00+00:00,401.29,179.41,-47.956
2022-04-22 01:30:00+00:00,235.94,179.41,-59.931
2022-04-22 01:45:00+00:00,70.0,179.41,68.339
2022-04-22 02:00:00+00:00,70.0,176.09,56.849
2022-04-22 02:15:00+00:00,70.0,176.09,42.674
2022-04-22 02:30:00+00:00,70.0,176.09,15.396
2022-04-22 02:45:00+00:00,235.94,176.09,-31.267
2022-04-22 03:00:00+00:00,69.85,189.58,199.887
2022-04-22 03:15:00+00:00,58.57,189.58,335.172
2022-04-22 03:30:00+00:00,-25.03,189.58,312.059
2022-04-22 03:45:00+00:00,0.0,189.58,143.309
2022-04-22 04:00:00+00:00,-18.79,218.07,226.164
2022-04-22 04:15:00+00:00,-20.69,218.07,99.053
2022-04-22 04:30:00+00:00,70.0,218.07,81.857
2022-04-22 04:45:00+00:00,70.0,218.07,139.116
2022-04-22 05:00:00+00:00,70.71,239.95,13.267
2022-04-22 05:15:00+00:00,71.21,239.95,65.4
2022-04-22 05:30:00+00:00,239.95,239.95,-26.991
2022-04-22 05:45:00+00:00,72.26,239.95,136.657
2022-04-22 06:00:00+00:00,230.94,244.1,-10.564
2022-04-22 06:15:00+00:00,70.0,244.1,50.571
2022-04-22 06:30:00+00:00,68.71,244.1,194.55
2022-04-22 06:45:00+00:00,65.48,244.1,215.726
2022-04-22 07:00:00+00:00,259.91,221.05,-136.365
2022-04-22 07:15:00+00:00,69.65,221.05,176.796
2022-04-22 07:30:00+00:00,6.01,221.05,293.511
2022-04-22 07:45:00+00:00,-77.64,221.05,487.442
2022-04-22 08:00:00+00:00,-84.9,195.85,125.967
2022-04-22 08:15:00+00:00,-84.9,195.85,107.099
2022-04-22 08:30:00+00:00,-85.84,195.85,169.518
2022-04-22 08:45:00+00:00,-84.9,195.85,120.93
2022-04-22 09:00:00+00:00,261.29,137.9,-46.891
2022-04-22 09:15:00+00:00,256.8,137.9,-122.418
2022-04-22 09:30:00+00:00,266.16,137.9,-199.68
2022-04-22 09:45:00+00:00,270.92,137.9,-200.206
2022-04-22 10:00:00+00:00,291.91,126.89,-201.957
2022-04-22 10:15:00+00:00,236.73,126.89,-55.37
2022-04-22 10:30:00+00:00,274.6,126.89,-104.143
2022-04-22 10:45:00+00:00,305.67,126.89,-209.291
2022-04-22 11:00:00+00:00,281.02,102.65,-187.126
2022-04-22 11:15:00+00:00,292.52,102.65,-157.225
2022-04-22 11:30:00+00:00,277.34,102.65,-112.073
2022-04-22 11:45:00+00:00,271.32,102.65,-97.507
2022-04-22 12:00:00+00:00,300.68,91.39,-52.166
2022-04-22 12:15:00+00:00,-22.56,91.39,61.535
2022-04-22 12:30:00+00:00,-65.64,91.39,219.657
2022-04-22 12:45:00+00:00,-88.14,91.39,215.659
2022-04-22 13:00:00+00:00,-87.75,91.07,206.601
2022-04-22 13:15:00+00:00,-92.03,91.07,340.091
2022-04-22 13:30:00+00:00,-173.76,91.07,443.989
2022-04-22 13:45:00+00:00,-186.13,91.07,522.514
2022-04-22 14:00:00+00:00,-119.02,106.72,265.11
2022-04-22 14:15:00+00:00,-158.28,106.72,157.677
2022-04-22 14:30:00+00:00,227.86,106.72,-7.932
2022-04-22 14:45:00+00:00,14.25,106.72,46.008
2022-04-22 15:00:00+00:00,-35.91,131.51,567.197
2022-04-22 15:15:00+00:00,-190.34,131.51,468.115
2022-04-22 15:30:00+00:00,-163.0,131.51,145.7
2022-04-22 15:45:00+00:00,51.32,131.51,50.992
2022-04-22 16:00:00+00:00,-34.54,168.48,396.583
2022-04-22 16:15:00+00:00,-97.0,168.48,142.57
2022-04-22 16:30:00+00:00,-206.97,168.48,159.148
2022-04-22 16:45:00+00:00,-38.03,168.48,222.833
2022-04-22 17:00:00+00:00,-89.26,209.61,256.577
2022-04-22 17:15:00+00:00,0.0,209.61,106.373
2022-04-22 17:30:00+00:00,210.67,209.61,-105.939
2022-04-22 17:45:00+00:00,207.62,209.61,-99.719
2022-04-22 18:00:00+00:00,222.33,209.97,-314.079
2022-04-22 18:15:00+00:00,454.35,209.97,-532.181
2022-04-22 18:30:00+00:00,488.07,209.97,-738.546
2022-04-22 18:45:00+00:00,824.48,209.97,-299.087
2022-04-22 19:00:00+00:00,355.0,182.44,-117.903
2022-04-22 19:15:00+00:00,275.0,182.44,-0.901
2022-04-22 19:30:00+00:00,77.28,182.44,19.943
2022-04-22 19:45:00+00:00,17.01,182.44,184.103
2022-04-22 20:00:00+00:00,-32.53,190.17,34.451
2022-04-22 20:15:00+00:00,232.65,190.17,-76.393
2022-04-22 20:30:00+00:00,233.21,190.17,-36.007
2022-04-22 20:45:00+00:00,66.81,190.17,173.891
2022-04-22 21:00:00+00:00,26.42,147.0,19.469
