,qh1,qh2,qh3,qh4
2024-11-01 03:15:00,91.975,153.54,38.0,40.0
2024-11-01 03:30:00,153.54,38.0,40.0,198.434
2024-11-01 03:45:00,38.0,40.0,198.434,40.0
2024-11-01 04:00:00,40.0,198.434,40.0,-506.275
2024-11-01 04:15:00,198.434,40.0,-506.275,-426.248
2024-11-01 04:30:00,40.0,-506.275,-426.248,-442.07
2024-11-01 04:45:00,-506.275,-426.248,-442.07,-481.529
2024-11-01 05:00:00,-426.248,-442.07,-481.529,-534.834
2024-11-01 05:15:00,-442.07,-481.529,-534.834,40.0
2024-11-01 05:30:00,-481.529,-534.834,40.0,219.169
2024-11-01 05:45:00,-534.834,40.0,219.169,40.0
2024-11-01 06:00:00,40.0,219.169,40.0,38.0
2024-11-01 06:15:00,219.169,40.0,38.0,171.747
2024-11-01 06:30:00,40.0,38.0,171.747,255.925
2024-11-01 06:45:00,38.0,171.747,255.925,215.119
2024-11-01 07:00:00,171.747,255.925,215.119,245.442
2024-11-01 07:15:00,255.925,215.119,245.442,253.7
2024-11-01 07:30:00,215.119,245.442,253.7,285.659
2024-11-01 07:45:00,245.442,253.7,285.659,294.629
2024-11-01 08:00:00,253.7,285.659,294.629,299.598
2024-11-01 08:15:00,285.659,294.629,299.598,237.786
2024-11-01 08:30:00,294.629,299.598,237.786,222.684
2024-11-01 08:45:00,299.598,237.786,222.684,265.26
2024-11-01 09:00:00,237.786,222.684,265.26,248.151
2024-11-01 09:15:00,222.684,265.26,248.151,235.911
2024-11-01 09:30:00,265.26,248.151,235.911,244.576
2024-11-01 09:45:00,248.151,235.911,244.576,317.879
2024-11-01 10:00:00,235.911,244.576,317.879,369.549
2024-11-01 10:15:00,244.576,317.879,369.549,375.102
2024-11-01 10:30:00,317.879,369.549,375.102,372.646
2024-11-01 10:45:00,369.549,375.102,372.646,378.713
2024-11-01 11:00:00,375.102,372.646,378.713,284.451
2024-11-01 11:15:00,372.646,378.713,284.451,-97.086
2024-11-01 11:30:00,378.713,284.451,-97.086,-93.76
2024-11-01 11:45:00,284.451,-97.086,-93.76,336.77
2024-11-01 12:00:00,-97.086,-93.76,336.77,-2.5
2024-11-01 12:15:00,-93.76,336.77,-2.5,289.17
2024-11-01 12:30:00,336.77,-2.5,289.17,344.654
2024-11-01 12:45:00,-2.5,289.17,344.654,227.404
2024-11-01 13:00:00,289.17,344.654,227.404,229.946
2024-11-01 13:15:00,344.654,227.404,229.946,289.811
2024-11-01 13:30:00,227.404,229.946,289.811,240.378
2024-11-01 13:45:00,229.946,289.811,240.378,251.591
2024-11-01 14:00:00,289.811,240.378,251.591,224.902
2024-11-01 14:15:00,240.378,251.591,224.902,270.214
2024-11-01 14:30:00,251.591,224.902,270.214,75.0
2024-11-01 14:45:00,224.902,270.214,75.0,269.376
2024-11-01 15:00:00,270.214,75.0,269.376,302.169
2024-11-01 15:15:00,75.0,269.376,302.169,-408.106
2024-11-01 15:30:00,269.376,302.169,-408.106,275.476
2024-11-01 15:45:00,302.169,-408.106,275.476,299.649
2024-11-01 16:00:00,-408.106,275.476,299.649,292.808
2024-11-01 16:15:00,275.476,299.649,292.808,81.915
2024-11-01 16:30:00,299.649,292.808,81.915,81.915
2024-11-01 16:45:00,292.808,81.915,81.915,81.915
2024-11-01 17:00:00,81.915,81.915,81.915,-80.76
2024-11-01 17:15:00,81.915,81.915,-80.76,81.925
2024-11-01 17:30:00,81.915,-80.76,81.925,81.925
2024-11-01 17:45:00,-80.76,81.925,81.925,271.799
2024-11-01 18:00:00,81.925,81.925,271.799,271.774
2024-11-01 18:15:00,81.925,271.799,271.774,81.93
2024-11-01 18:30:00,271.799,271.774,81.93,266.843
2024-11-01 18:45:00,271.774,81.93,266.843,267.012
2024-11-01 19:00:00,81.93,266.843,267.012,253.364
2024-11-01 19:15:00,266.843,267.012,253.364,81.665
2024-11-01 19:30:00,267.012,253.364,81.665,254.045
2024-11-01 19:45:00,253.364,81.665,254.045,252.655
2024-11-01 20:00:00,81.665,254.045,252.655,248.6
2024-11-01 20:15:00,254.045,252.655,248.6,259.773
2024-11-01 20:30:00,252.655,248.6,259.773,253.505
2024-11-01 20:45:00,248.6,259.773,253.505,253.319
2024-11-01 21:00:00,259.773,253.505,253.319,253.225
2024-11-01 21:15:00,253.505,253.319,253.225,287.531
2024-11-01 21:30:00,253.319,253.225,287.531,81.665
2024-11-01 21:45:00,253.225,287.531,81.665,248.774
2024-11-01 22:00:00,287.531,81.665,248.774,248.251
2024-11-01 22:15:00,81.665,248.774,248.251,7.866
2024-11-01 22:30:00,248.774,248.251,7.866,-9.2
2024-11-01 22:45:00,248.251,7.866,-9.2,-207.022
2024-11-01 23:00:00,7.866,-9.2,-207.022,-276.252
2024-11-01 23:15:00,-9.2,-207.022,-276.252,16.069
2024-11-01 23:30:00,-207.022,-276.252,16.069,-176.216
2024-11-01 23:45:00,-276.252,16.069,-176.216,-245.137
2024-11-02 00:00:00,16.069,-176.216,-245.137,-361.184
2024-11-02 00:15:00,-176.216,-245.137,-361.184,83.05
2024-11-02 00:30:00,-245.137,-361.184,83.05,13.83
2024-11-02 00:45:00,-361.184,83.05,13.83,82.55
2024-11-02 01:00:00,83.05,13.83,82.55,82.55
2024-11-02 01:15:00,13.83,82.55,82.55,82.55
2024-11-02 01:30:00,82.55,82.55,82.55,82.1
2024-11-02 01:45:00,82.55,82.55,82.1,82.1
2024-11-02 02:00:00,82.55,82.1,82.1,82.1
2024-11-02 02:15:00,82.1,82.1,82.1,73.05
2024-11-02 02:30:00,82.1,82.1,73.05,73.05
2024-11-02 02:45:00,82.1,73.05,73.05,148.156
2024-11-02 03:00:00,73.05,73.05,148.156,152.385
2024-11-02 03:15:00,73.05,148.156,152.385,148.354
2024-11-02 03:30:00,148.156,152.385,148.354,145.373
2024-11-02 03:45:00,152.385,148.354,145.373,75.05
2024-11-02 04:00:00,148.354,145.373,75.05,148.456
2024-11-02 04:15:00,145.373,75.05,148.456,152.137
2024-11-02 04:30:00,75.05,148.456,152.137,75.55
2024-11-02 04:45:00,148.456,152.137,75.55,75.55
2024-11-02 05:00:00,152.137,75.55,75.55,151.427
2024-11-02 05:15:00,75.55,75.55,151.427,76.05
2024-11-02 05:30:00,75.55,151.427,76.05,134.032
2024-11-02 05:45:00,151.427,76.05,134.032,135.456
2024-11-02 06:00:00,76.05,134.032,135.456,-157.585
2024-11-02 06:15:00,134.032,135.456,-157.585,-95.238
2024-11-02 06:30:00,135.456,-157.585,-95.238,-53.413
2024-11-02 06:45:00,-157.585,-95.238,-53.413,-319.404
2024-11-02 07:00:00,-95.238,-53.413,-319.404,-409.403
2024-11-02 07:15:00,-53.413,-319.404,-409.403,-119.068
2024-11-02 07:30:00,-319.404,-409.403,-119.068,-339.355
2024-11-02 07:45:00,-409.403,-119.068,-339.355,82.55
2024-11-02 08:00:00,-119.068,-339.355,82.55,151.343
2024-11-02 08:15:00,-339.355,82.55,151.343,205.445
2024-11-02 08:30:00,82.55,151.343,205.445,82.1
2024-11-02 08:45:00,151.343,205.445,82.1,149.81
2024-11-02 09:00:00,205.445,82.1,149.81,82.6
2024-11-02 09:15:00,82.1,149.81,82.6,152.313
2024-11-02 09:30:00,149.81,82.6,152.313,149.1
2024-11-02 09:45:00,82.6,152.313,149.1,153.23
2024-11-02 10:00:00,152.313,149.1,153.23,172.59
2024-11-02 10:15:00,149.1,153.23,172.59,197.33
2024-11-02 10:30:00,153.23,172.59,197.33,198.307
2024-11-02 10:45:00,172.59,197.33,198.307,197.276
2024-11-02 11:00:00,197.33,198.307,197.276,191.932
2024-11-02 11:15:00,198.307,197.276,191.932,189.094
2024-11-02 11:30:00,197.276,191.932,189.094,191.213
2024-11-02 11:45:00,191.932,189.094,191.213,193.561
2024-11-02 12:00:00,189.094,191.213,193.561,194.246
2024-11-02 12:15:00,191.213,193.561,194.246,190.78
2024-11-02 12:30:00,193.561,194.246,190.78,189.336
2024-11-02 12:45:00,194.246,190.78,189.336,184.0
2024-11-02 13:00:00,190.78,189.336,184.0,20.273
2024-11-02 13:15:00,189.336,184.0,20.273,156.733
2024-11-02 13:30:00,184.0,20.273,156.733,155.1
2024-11-02 13:45:00,20.273,156.733,155.1,154.165
2024-11-02 14:00:00,156.733,155.1,154.165,151.659
2024-11-02 14:15:00,155.1,154.165,151.659,155.898
2024-11-02 14:30:00,154.165,151.659,155.898,155.1
2024-11-02 14:45:00,151.659,155.898,155.1,155.1
2024-11-02 15:00:00,155.898,155.1,155.1,162.734
2024-11-02 15:15:00,155.1,155.1,162.734,155.1
2024-11-02 15:30:00,155.1,162.734,155.1,156.684
2024-11-02 15:45:00,162.734,155.1,156.684,171.324
2024-11-02 16:00:00,155.1,156.684,171.324,165.961
2024-11-02 16:15:00,156.684,171.324,165.961,228.9
2024-11-02 16:30:00,171.324,165.961,228.9,192.96
2024-11-02 16:45:00,165.961,228.9,192.96,192.55
2024-11-02 17:00:00,228.9,192.96,192.55,192.55
2024-11-02 17:15:00,192.96,192.55,192.55,155.1
2024-11-02 17:30:00,192.55,192.55,155.1,11.253
2024-11-02 17:45:00,192.55,155.1,11.253,155.1
2024-11-02 18:00:00,155.1,11.253,155.1,155.1
2024-11-02 18:15:00,11.253,155.1,155.1,154.231
2024-11-02 18:30:00,155.1,155.1,154.231,82.55
2024-11-02 18:45:00,155.1,154.231,82.55,151.782
2024-11-02 19:00:00,154.231,82.55,151.782,151.254
2024-11-02 19:15:00,82.55,151.782,151.254,248.14
2024-11-02 19:30:00,151.782,151.254,248.14,-114.87
2024-11-02 19:45:00,151.254,248.14,-114.87,163.316
2024-11-02 20:00:00,248.14,-114.87,163.316,154.766
2024-11-02 20:15:00,-114.87,163.316,154.766,160.963
2024-11-02 20:30:00,163.316,154.766,160.963,247.0
2024-11-02 20:45:00,154.766,160.963,247.0,153.187
2024-11-02 21:00:00,160.963,247.0,153.187,155.189
2024-11-02 21:15:00,247.0,153.187,155.189,247.73
2024-11-02 21:30:00,153.187,155.189,247.73,185.44
2024-11-02 21:45:00,155.189,247.73,185.44,85.55
2024-11-02 22:00:00,247.73,185.44,85.55,-167.956
2024-11-02 22:15:00,185.44,85.55,-167.956,194.649
2024-11-02 22:30:00,85.55,-167.956,194.649,154.4
2024-11-02 22:45:00,-167.956,194.649,154.4,154.4
2024-11-02 23:00:00,194.649,154.4,154.4,87.55
2024-11-02 23:15:00,154.4,154.4,87.55,154.4
2024-11-02 23:30:00,154.4,87.55,154.4,86.05
2024-11-02 23:45:00,87.55,154.4,86.05,20.15
2024-11-03 00:00:00,154.4,86.05,20.15,19.913
2024-11-03 00:15:00,86.05,20.15,19.913,154.4
2024-11-03 00:30:00,20.15,19.913,154.4,86.25
2024-11-03 00:45:00,19.913,154.4,86.25,86.25
2024-11-03 01:00:00,154.4,86.25,86.25,86.25
2024-11-03 01:15:00,86.25,86.25,86.25,85.2
2024-11-03 01:30:00,86.25,86.25,85.2,154.4
2024-11-03 01:45:00,86.25,85.2,154.4,154.165
2024-11-03 02:00:00,85.2,154.4,154.165,154.174
2024-11-03 02:15:00,154.4,154.165,154.174,150.283
2024-11-03 02:30:00,154.165,154.174,150.283,150.243
2024-11-03 02:45:00,154.174,150.283,150.243,148.31
2024-11-03 03:00:00,150.283,150.243,148.31,141.997
2024-11-03 03:15:00,150.243,148.31,141.997,75.2
2024-11-03 03:30:00,148.31,141.997,75.2,140.63
2024-11-03 03:45:00,141.997,75.2,140.63,143.337
2024-11-03 04:00:00,75.2,140.63,143.337,143.687
2024-11-03 04:15:00,140.63,143.337,143.687,146.626
2024-11-03 04:30:00,143.337,143.687,146.626,143.299
2024-11-03 04:45:00,143.687,146.626,143.299,75.2
2024-11-03 05:00:00,146.626,143.299,75.2,147.847
2024-11-03 05:15:00,143.299,75.2,147.847,151.163
2024-11-03 05:30:00,75.2,147.847,151.163,145.622
2024-11-03 05:45:00,147.847,151.163,145.622,140.435
2024-11-03 06:00:00,151.163,145.622,140.435,146.223
2024-11-03 06:15:00,145.622,140.435,146.223,153.249
2024-11-03 06:30:00,140.435,146.223,153.249,154.016
2024-11-03 06:45:00,146.223,153.249,154.016,151.933
2024-11-03 07:00:00,153.249,154.016,151.933,248.794
2024-11-03 07:15:00,154.016,151.933,248.794,199.41
2024-11-03 07:30:00,151.933,248.794,199.41,201.09
2024-11-03 07:45:00,248.794,199.41,201.09,233.03
2024-11-03 08:00:00,199.41,201.09,233.03,199.65
2024-11-03 08:15:00,201.09,233.03,199.65,187.79
2024-11-03 08:30:00,233.03,199.65,187.79,187.79
2024-11-03 08:45:00,199.65,187.79,187.79,204.952
2024-11-03 09:00:00,187.79,187.79,204.952,257.66
2024-11-03 09:15:00,187.79,204.952,257.66,268.823
2024-11-03 09:30:00,204.952,257.66,268.823,236.444
2024-11-03 09:45:00,257.66,268.823,236.444,218.047
2024-11-03 10:00:00,268.823,236.444,218.047,218.141
2024-11-03 10:15:00,236.444,218.047,218.141,200.646
2024-11-03 10:30:00,218.047,218.141,200.646,188.868
2024-11-03 10:45:00,218.141,200.646,188.868,188.177
2024-11-03 11:00:00,200.646,188.868,188.177,188.602
2024-11-03 11:15:00,188.868,188.177,188.602,184.0
2024-11-03 11:30:00,188.177,188.602,184.0,184.0
2024-11-03 11:45:00,188.602,184.0,184.0,87.7
2024-11-03 12:00:00,184.0,184.0,87.7,154.4
2024-11-03 12:15:00,184.0,87.7,154.4,155.203
2024-11-03 12:30:00,87.7,154.4,155.203,169.167
2024-11-03 12:45:00,154.4,155.203,169.167,204.967
2024-11-03 13:00:00,155.203,169.167,204.967,189.177
2024-11-03 13:15:00,169.167,204.967,189.177,192.844
2024-11-03 13:30:00,204.967,189.177,192.844,166.169
2024-11-03 13:45:00,189.177,192.844,166.169,188.382
2024-11-03 14:00:00,192.844,166.169,188.382,230.21
2024-11-03 14:15:00,166.169,188.382,230.21,192.89
2024-11-03 14:30:00,188.382,230.21,192.89,89.2
2024-11-03 14:45:00,230.21,192.89,89.2,156.051
2024-11-03 15:00:00,192.89,89.2,156.051,156.1
2024-11-03 15:15:00,89.2,156.051,156.1,154.4
2024-11-03 15:30:00,156.051,156.1,154.4,154.4
2024-11-03 15:45:00,156.1,154.4,154.4,156.933
2024-11-03 16:00:00,154.4,154.4,156.933,154.4
2024-11-03 16:15:00,154.4,156.933,154.4,160.324
2024-11-03 16:30:00,156.933,154.4,160.324,228.46
2024-11-03 16:45:00,154.4,160.324,228.46,172.288
2024-11-03 17:00:00,160.324,228.46,172.288,154.4
2024-11-03 17:15:00,228.46,172.288,154.4,163.294
2024-11-03 17:30:00,172.288,154.4,163.294,167.29
2024-11-03 17:45:00,154.4,163.294,167.29,154.647
2024-11-03 18:00:00,163.294,167.29,154.647,159.004
2024-11-03 18:15:00,167.29,154.647,159.004,-371.135
2024-11-03 18:30:00,154.647,159.004,-371.135,91.2
2024-11-03 18:45:00,159.004,-371.135,91.2,154.4
2024-11-03 19:00:00,-371.135,91.2,154.4,154.4
2024-11-03 19:15:00,91.2,154.4,154.4,159.193
2024-11-03 19:30:00,154.4,154.4,159.193,154.4
2024-11-03 19:45:00,154.4,159.193,154.4,91.7
2024-11-03 20:00:00,159.193,154.4,91.7,91.7
2024-11-03 20:15:00,154.4,91.7,91.7,155.14
2024-11-03 20:30:00,91.7,91.7,155.14,154.4
2024-11-03 20:45:00,91.7,155.14,154.4,169.241
2024-11-03 21:00:00,155.14,154.4,169.241,247.87
2024-11-03 21:15:00,154.4,169.241,247.87,241.163
2024-11-03 21:30:00,169.241,247.87,241.163,187.79
2024-11-03 21:45:00,247.87,241.163,187.79,92.2
2024-11-03 22:00:00,241.163,187.79,92.2,154.4
2024-11-03 22:15:00,187.79,92.2,154.4,155.89
2024-11-03 22:30:00,92.2,154.4,155.89,73.3
2024-11-03 22:45:00,154.4,155.89,73.3,65.965
2024-11-03 23:00:00,155.89,73.3,65.965,55.841
2024-11-03 23:15:00,73.3,65.965,55.841,19.533
2024-11-03 23:30:00,65.965,55.841,19.533,73.8
2024-11-03 23:45:00,55.841,19.533,73.8,73.3
2024-11-04 00:00:00,19.533,73.8,73.3,66.012
2024-11-04 00:15:00,73.8,73.3,66.012,65.695
2024-11-04 00:30:00,73.3,66.012,65.695,65.788
2024-11-04 00:45:00,66.012,65.695,65.788,65.638
2024-11-04 01:00:00,65.695,65.788,65.638,-11.117
2024-11-04 01:15:00,65.788,65.638,-11.117,63.921
2024-11-04 01:30:00,65.638,-11.117,63.921,12.668
2024-11-04 01:45:00,-11.117,63.921,12.668,-73.378
2024-11-04 02:00:00,63.921,12.668,-73.378,-193.875
2024-11-04 02:15:00,12.668,-73.378,-193.875,-267.532
2024-11-04 02:30:00,-73.378,-193.875,-267.532,-114.921
2024-11-04 02:45:00,-193.875,-267.532,-114.921,-178.669
2024-11-04 03:00:00,-267.532,-114.921,-178.669,-60.086
2024-11-04 03:15:00,-114.921,-178.669,-60.086,-55.239
2024-11-04 03:30:00,-178.669,-60.086,-55.239,-43.38
2024-11-04 03:45:00,-60.086,-55.239,-43.38,9.989
2024-11-04 04:00:00,-55.239,-43.38,9.989,15.86
2024-11-04 04:15:00,-43.38,9.989,15.86,72.8
2024-11-04 04:30:00,9.989,15.86,72.8,133.154
2024-11-04 04:45:00,15.86,72.8,133.154,170.463
2024-11-04 05:00:00,72.8,133.154,170.463,264.919
2024-11-04 05:15:00,133.154,170.463,264.919,245.331
2024-11-04 05:30:00,170.463,264.919,245.331,208.54
2024-11-04 05:45:00,264.919,245.331,208.54,201.79
2024-11-04 06:00:00,245.331,208.54,201.79,73.3
2024-11-04 06:15:00,208.54,201.79,73.3,169.555
2024-11-04 06:30:00,201.79,73.3,169.555,156.048
2024-11-04 06:45:00,73.3,169.555,156.048,153.782
2024-11-04 07:00:00,169.555,156.048,153.782,158.019
2024-11-04 07:15:00,156.048,153.782,158.019,184.451
2024-11-04 07:30:00,153.782,158.019,184.451,187.0
2024-11-04 07:45:00,158.019,184.451,187.0,74.3
2024-11-04 08:00:00,184.451,187.0,74.3,74.3
2024-11-04 08:15:00,187.0,74.3,74.3,164.738
2024-11-04 08:30:00,74.3,74.3,164.738,190.75
2024-11-04 08:45:00,74.3,164.738,190.75,155.634
2024-11-04 09:00:00,164.738,190.75,155.634,132.204
2024-11-04 09:15:00,190.75,155.634,132.204,191.428
2024-11-04 09:30:00,155.634,132.204,191.428,244.941
2024-11-04 09:45:00,132.204,191.428,244.941,198.326
2024-11-04 10:00:00,191.428,244.941,198.326,194.0
2024-11-04 10:15:00,244.941,198.326,194.0,194.0
2024-11-04 10:30:00,198.326,194.0,194.0,56.215
2024-11-04 10:45:00,194.0,194.0,56.215,75.8
2024-11-04 11:00:00,194.0,56.215,75.8,75.8
2024-11-04 11:15:00,56.215,75.8,75.8,166.57
2024-11-04 11:30:00,75.8,75.8,166.57,209.262
2024-11-04 11:45:00,75.8,166.57,209.262,221.318
2024-11-04 12:00:00,166.57,209.262,221.318,212.315
2024-11-04 12:15:00,209.262,221.318,212.315,200.17
2024-11-04 12:30:00,221.318,212.315,200.17,195.888
2024-11-04 12:45:00,212.315,200.17,195.888,196.042
2024-11-04 13:00:00,200.17,195.888,196.042,184.533
2024-11-04 13:15:00,195.888,196.042,184.533,260.879
2024-11-04 13:30:00,196.042,184.533,260.879,263.904
2024-11-04 13:45:00,184.533,260.879,263.904,225.172
2024-11-04 14:00:00,260.879,263.904,225.172,248.034
2024-11-04 14:15:00,263.904,225.172,248.034,215.098
2024-11-04 14:30:00,225.172,248.034,215.098,256.061
2024-11-04 14:45:00,248.034,215.098,256.061,211.512
2024-11-04 15:00:00,215.098,256.061,211.512,271.328
2024-11-04 15:15:00,256.061,211.512,271.328,51.898
2024-11-04 15:30:00,211.512,271.328,51.898,242.08
2024-11-04 15:45:00,271.328,51.898,242.08,226.059
2024-11-04 16:00:00,51.898,242.08,226.059,238.673
2024-11-04 16:15:00,242.08,226.059,238.673,195.856
2024-11-04 16:30:00,226.059,238.673,195.856,115.8
2024-11-04 16:45:00,238.673,195.856,115.8,115.8
2024-11-04 17:00:00,195.856,115.8,115.8,196.977
2024-11-04 17:15:00,115.8,115.8,196.977,190.019
2024-11-04 17:30:00,115.8,196.977,190.019,195.891
2024-11-04 17:45:00,196.977,190.019,195.891,190.75
2024-11-04 18:00:00,190.019,195.891,190.75,104.8
2024-11-04 18:15:00,195.891,190.75,104.8,137.804
2024-11-04 18:30:00,190.75,104.8,137.804,110.09
2024-11-04 18:45:00,104.8,137.804,110.09,149.281
2024-11-04 19:00:00,137.804,110.09,149.281,103.3
2024-11-04 19:15:00,110.09,149.281,103.3,158.257
2024-11-04 19:30:00,149.281,103.3,158.257,24.641
2024-11-04 19:45:00,103.3,158.257,24.641,13.319
2024-11-04 20:00:00,158.257,24.641,13.319,102.245
2024-11-04 20:15:00,24.641,13.319,102.245,-44.63
2024-11-04 20:30:00,13.319,102.245,-44.63,13.887
2024-11-04 20:45:00,102.245,-44.63,13.887,122.004
2024-11-04 21:00:00,-44.63,13.887,122.004,102.745
2024-11-04 21:15:00,13.887,122.004,102.745,129.833
2024-11-04 21:30:00,122.004,102.745,129.833,100.245
2024-11-04 21:45:00,102.745,129.833,100.245,100.245
2024-11-04 22:00:00,129.833,100.245,100.245,-45.872
2024-11-04 22:15:00,100.245,100.245,-45.872,106.264
2024-11-04 22:30:00,100.245,-45.872,106.264,237.444
2024-11-04 22:45:00,-45.872,106.264,237.444,197.64
2024-11-04 23:00:00,106.264,237.444,197.64,199.31
2024-11-04 23:15:00,237.444,197.64,199.31,112.446
2024-11-04 23:30:00,197.64,199.31,112.446,101.95
2024-11-04 23:45:00,199.31,112.446,101.95,233.38
2024-11-05 00:00:00,112.446,101.95,233.38,86.548
2024-11-05 00:15:00,101.95,233.38,86.548,104.017
2024-11-05 00:30:00,233.38,86.548,104.017,103.795
2024-11-05 00:45:00,86.548,104.017,103.795,235.2
2024-11-05 01:00:00,104.017,103.795,235.2,199.692
2024-11-05 01:15:00,103.795,235.2,199.692,199.11
2024-11-05 01:30:00,235.2,199.692,199.11,199.11
2024-11-05 01:45:00,199.692,199.11,199.11,199.11
2024-11-05 02:00:00,199.11,199.11,199.11,75.925
2024-11-05 02:15:00,199.11,199.11,75.925,114.248
2024-11-05 02:30:00,199.11,75.925,114.248,116.348
2024-11-05 02:45:00,75.925,114.248,116.348,236.68
2024-11-05 03:00:00,114.248,116.348,236.68,199.11
2024-11-05 03:15:00,116.348,236.68,199.11,199.11
2024-11-05 03:30:00,236.68,199.11,199.11,199.11
2024-11-05 03:45:00,199.11,199.11,199.11,66.832
2024-11-05 04:00:00,199.11,199.11,66.832,73.425
2024-11-05 04:15:00,199.11,66.832,73.425,115.811
2024-11-05 04:30:00,66.832,73.425,115.811,115.46
2024-11-05 04:45:00,73.425,115.811,115.46,126.577
2024-11-05 05:00:00,115.811,115.46,126.577,174.006
2024-11-05 05:15:00,115.46,126.577,174.006,241.178
2024-11-05 05:30:00,126.577,174.006,241.178,131.008
2024-11-05 05:45:00,174.006,241.178,131.008,225.34
2024-11-05 06:00:00,241.178,131.008,225.34,224.929
2024-11-05 06:15:00,131.008,225.34,224.929,236.28
2024-11-05 06:30:00,225.34,224.929,236.28,202.036
2024-11-05 06:45:00,224.929,236.28,202.036,174.417
2024-11-05 07:00:00,236.28,202.036,174.417,242.572
2024-11-05 07:15:00,202.036,174.417,242.572,236.669
2024-11-05 07:30:00,174.417,242.572,236.669,254.77
2024-11-05 07:45:00,242.572,236.669,254.77,117.794
2024-11-05 08:00:00,236.669,254.77,117.794,258.22
2024-11-05 08:15:00,254.77,117.794,258.22,189.16
2024-11-05 08:30:00,117.794,258.22,189.16,303.568
2024-11-05 08:45:00,258.22,189.16,303.568,290.184
2024-11-05 09:00:00,189.16,303.568,290.184,204.651
2024-11-05 09:15:00,303.568,290.184,204.651,264.148
2024-11-05 09:30:00,290.184,204.651,264.148,286.545
2024-11-05 09:45:00,204.651,264.148,286.545,280.845
2024-11-05 10:00:00,264.148,286.545,280.845,362.242
2024-11-05 10:15:00,286.545,280.845,362.242,394.105
2024-11-05 10:30:00,280.845,362.242,394.105,313.192
2024-11-05 10:45:00,362.242,394.105,313.192,256.543
2024-11-05 11:00:00,394.105,313.192,256.543,219.215
2024-11-05 11:15:00,313.192,256.543,219.215,215.494
2024-11-05 11:30:00,256.543,219.215,215.494,209.23
2024-11-05 11:45:00,219.215,215.494,209.23,207.06
2024-11-05 12:00:00,215.494,209.23,207.06,212.098
2024-11-05 12:15:00,209.23,207.06,212.098,219.428
2024-11-05 12:30:00,207.06,212.098,219.428,249.52
2024-11-05 12:45:00,212.098,219.428,249.52,215.128
2024-11-05 13:00:00,219.428,249.52,215.128,211.082
2024-11-05 13:15:00,249.52,215.128,211.082,280.0
2024-11-05 13:30:00,215.128,211.082,280.0,180.548
2024-11-05 13:45:00,211.082,280.0,180.548,178.274
2024-11-05 14:00:00,280.0,180.548,178.274,257.067
2024-11-05 14:15:00,180.548,178.274,257.067,363.265
2024-11-05 14:30:00,178.274,257.067,363.265,387.539
2024-11-05 14:45:00,257.067,363.265,387.539,270.417
2024-11-05 15:00:00,363.265,387.539,270.417,285.671
2024-11-05 15:15:00,387.539,270.417,285.671,328.969
2024-11-05 15:30:00,270.417,285.671,328.969,340.134
2024-11-05 15:45:00,285.671,328.969,340.134,367.217
2024-11-05 16:00:00,328.969,340.134,367.217,389.556
2024-11-05 16:15:00,340.134,367.217,389.556,364.637
2024-11-05 16:30:00,367.217,389.556,364.637,374.015
2024-11-05 16:45:00,389.556,364.637,374.015,373.597
2024-11-05 17:00:00,364.637,374.015,373.597,373.13
2024-11-05 17:15:00,374.015,373.597,373.13,285.182
2024-11-05 17:30:00,373.597,373.13,285.182,310.358
2024-11-05 17:45:00,373.13,285.182,310.358,306.76
2024-11-05 18:00:00,285.182,310.358,306.76,275.605
2024-11-05 18:15:00,310.358,306.76,275.605,254.475
2024-11-05 18:30:00,306.76,275.605,254.475,280.337
2024-11-05 18:45:00,275.605,254.475,280.337,228.643
2024-11-05 19:00:00,254.475,280.337,228.643,228.422
2024-11-05 19:15:00,280.337,228.643,228.422,110.64
2024-11-05 19:30:00,228.643,228.422,110.64,93.784
2024-11-05 19:45:00,228.422,110.64,93.784,78.486
2024-11-05 20:00:00,110.64,93.784,78.486,42.532
2024-11-05 20:15:00,93.784,78.486,42.532,93.653
2024-11-05 20:30:00,78.486,42.532,93.653,94.85
2024-11-05 20:45:00,42.532,93.653,94.85,107.975
2024-11-05 21:00:00,93.653,94.85,107.975,118.531
2024-11-05 21:15:00,94.85,107.975,118.531,143.303
2024-11-05 21:30:00,107.975,118.531,143.303,153.119
2024-11-05 21:45:00,118.531,143.303,153.119,116.86
2024-11-05 22:00:00,143.303,153.119,116.86,116.86
2024-11-05 22:15:00,153.119,116.86,116.86,216.328
2024-11-05 22:30:00,116.86,116.86,216.328,236.326
2024-11-05 22:45:00,116.86,216.328,236.326,159.53
2024-11-05 23:00:00,216.328,236.326,159.53,168.653
2024-11-05 23:15:00,236.326,159.53,168.653,90.425
2024-11-05 23:30:00,159.53,168.653,90.425,90.425
2024-11-05 23:45:00,168.653,90.425,90.425,80.0
2024-11-06 00:00:00,90.425,90.425,80.0,90.425
2024-11-06 00:15:00,90.425,80.0,90.425,217.803
2024-11-06 00:30:00,80.0,90.425,217.803,159.53
2024-11-06 00:45:00,90.425,217.803,159.53,127.58
2024-11-06 01:00:00,217.803,159.53,127.58,134.526
2024-11-06 01:15:00,159.53,127.58,134.526,157.326
2024-11-06 01:30:00,127.58,134.526,157.326,134.034
2024-11-06 01:45:00,134.526,157.326,134.034,93.425
2024-11-06 02:00:00,157.326,134.034,93.425,129.497
2024-11-06 02:15:00,134.034,93.425,129.497,159.655
