,qh1,qh2,qh3,qh4
2024-09-28 14:15:00,-522.054,-592.594,-450.0,-462.649
2024-09-28 14:30:00,-592.594,-450.0,-462.649,-450.0
2024-09-28 14:45:00,-450.0,-462.649,-450.0,236.593
2024-09-28 15:00:00,-462.649,-450.0,236.593,195.675
2024-09-28 15:15:00,-450.0,236.593,195.675,210.224
2024-09-28 15:30:00,236.593,195.675,210.224,276.461
2024-09-28 15:45:00,195.675,210.224,276.461,229.93
2024-09-28 16:00:00,210.224,276.461,229.93,231.915
2024-09-28 16:15:00,276.461,229.93,231.915,49.5
2024-09-28 16:30:00,229.93,231.915,49.5,246.815
2024-09-28 16:45:00,231.915,49.5,246.815,262.918
2024-09-28 17:00:00,49.5,246.815,262.918,327.879
2024-09-28 17:15:00,246.815,262.918,327.879,334.994
2024-09-28 17:30:00,262.918,327.879,334.994,260.27
2024-09-28 17:45:00,327.879,334.994,260.27,260.27
2024-09-28 18:00:00,334.994,260.27,260.27,59.19
2024-09-28 18:15:00,260.27,260.27,59.19,-399.139
2024-09-28 18:30:00,260.27,59.19,-399.139,59.19
2024-09-28 18:45:00,59.19,-399.139,59.19,238.93
2024-09-28 19:00:00,-399.139,59.19,238.93,238.488
2024-09-28 19:15:00,59.19,238.93,238.488,222.674
2024-09-28 19:30:00,238.93,238.488,222.674,234.409
2024-09-28 19:45:00,238.488,222.674,234.409,59.19
2024-09-28 20:00:00,222.674,234.409,59.19,59.19
2024-09-28 20:15:00,234.409,59.19,59.19,59.19
2024-09-28 20:30:00,59.19,59.19,59.19,59.19
2024-09-28 20:45:00,59.19,59.19,59.19,44.19
2024-09-28 21:00:00,59.19,59.19,44.19,120.0
2024-09-28 21:15:00,59.19,44.19,120.0,47.5
2024-09-28 21:30:00,44.19,120.0,47.5,130.0
2024-09-28 21:45:00,120.0,47.5,130.0,47.5
2024-09-28 22:00:00,47.5,130.0,47.5,107.782
2024-09-28 22:15:00,130.0,47.5,107.782,322.849
2024-09-28 22:30:00,47.5,107.782,322.849,47.5
2024-09-28 22:45:00,107.782,322.849,47.5,47.5
2024-09-28 23:00:00,322.849,47.5,47.5,178.19
2024-09-28 23:15:00,47.5,47.5,178.19,163.579
2024-09-28 23:30:00,47.5,178.19,163.579,47.5
2024-09-28 23:45:00,178.19,163.579,47.5,47.5
2024-09-29 00:00:00,163.579,47.5,47.5,47.5
2024-09-29 00:15:00,47.5,47.5,47.5,185.463
2024-09-29 00:30:00,47.5,47.5,185.463,213.602
2024-09-29 00:45:00,47.5,185.463,213.602,47.5
2024-09-29 01:00:00,185.463,213.602,47.5,47.5
2024-09-29 01:15:00,213.602,47.5,47.5,-653.165
2024-09-29 01:30:00,47.5,47.5,-653.165,15.5
2024-09-29 01:45:00,47.5,-653.165,15.5,16.0
2024-09-29 02:00:00,-653.165,15.5,16.0,17.5
2024-09-29 02:15:00,15.5,16.0,17.5,20.0
2024-09-29 02:30:00,16.0,17.5,20.0,15.0
2024-09-29 02:45:00,17.5,20.0,15.0,15.0
2024-09-29 03:00:00,20.0,15.0,15.0,13.0
2024-09-29 03:15:00,15.0,15.0,13.0,114.0
2024-09-29 03:30:00,15.0,13.0,114.0,15.5
2024-09-29 03:45:00,13.0,114.0,15.5,119.0
2024-09-29 04:00:00,114.0,15.5,119.0,119.0
2024-09-29 04:15:00,15.5,119.0,119.0,119.0
2024-09-29 04:30:00,119.0,119.0,119.0,25.0
2024-09-29 04:45:00,119.0,119.0,25.0,120.224
2024-09-29 05:00:00,119.0,25.0,120.224,25.0
2024-09-29 05:15:00,25.0,120.224,25.0,271.999
2024-09-29 05:30:00,120.224,25.0,271.999,7.5
2024-09-29 05:45:00,25.0,271.999,7.5,-652.698
2024-09-29 06:00:00,271.999,7.5,-652.698,-663.98
2024-09-29 06:15:00,7.5,-652.698,-663.98,198.978
2024-09-29 06:30:00,-652.698,-663.98,198.978,121.29
2024-09-29 06:45:00,-663.98,198.978,121.29,108.875
2024-09-29 07:00:00,198.978,121.29,108.875,167.805
2024-09-29 07:15:00,121.29,108.875,167.805,144.217
2024-09-29 07:30:00,108.875,167.805,144.217,376.648
2024-09-29 07:45:00,167.805,144.217,376.648,329.274
2024-09-29 08:00:00,144.217,376.648,329.274,255.59
2024-09-29 08:15:00,376.648,329.274,255.59,170.048
2024-09-29 08:30:00,329.274,255.59,170.048,210.331
2024-09-29 08:45:00,255.59,170.048,210.331,251.61
2024-09-29 09:00:00,170.048,210.331,251.61,274.435
2024-09-29 09:15:00,210.331,251.61,274.435,383.029
2024-09-29 09:30:00,251.61,274.435,383.029,394.326
2024-09-29 09:45:00,274.435,383.029,394.326,368.755
2024-09-29 10:00:00,383.029,394.326,368.755,176.032
2024-09-29 10:15:00,394.326,368.755,176.032,255.256
2024-09-29 10:30:00,368.755,176.032,255.256,258.19
2024-09-29 10:45:00,176.032,255.256,258.19,263.163
2024-09-29 11:00:00,255.256,258.19,263.163,18.785
2024-09-29 11:15:00,258.19,263.163,18.785,194.08
2024-09-29 11:30:00,263.163,18.785,194.08,-453.075
2024-09-29 11:45:00,18.785,194.08,-453.075,-203.792
2024-09-29 12:00:00,194.08,-453.075,-203.792,-362.306
2024-09-29 12:15:00,-453.075,-203.792,-362.306,-448.697
2024-09-29 12:30:00,-203.792,-362.306,-448.697,-651.701
2024-09-29 12:45:00,-362.306,-448.697,-651.701,-450.0
2024-09-29 13:00:00,-448.697,-651.701,-450.0,-675.531
2024-09-29 13:15:00,-651.701,-450.0,-675.531,-671.0
2024-09-29 13:30:00,-450.0,-675.531,-671.0,-980.0
2024-09-29 13:45:00,-675.531,-671.0,-980.0,-588.83
2024-09-29 14:00:00,-671.0,-980.0,-588.83,-567.976
2024-09-29 14:15:00,-980.0,-588.83,-567.976,-661.31
2024-09-29 14:30:00,-588.83,-567.976,-661.31,-664.236
2024-09-29 14:45:00,-567.976,-661.31,-664.236,-450.0
2024-09-29 15:00:00,-661.31,-664.236,-450.0,313.726
2024-09-29 15:15:00,-664.236,-450.0,313.726,306.533
2024-09-29 15:30:00,-450.0,313.726,306.533,221.141
2024-09-29 15:45:00,313.726,306.533,221.141,285.532
2024-09-29 16:00:00,306.533,221.141,285.532,334.11
2024-09-29 16:15:00,221.141,285.532,334.11,264.666
2024-09-29 16:30:00,285.532,334.11,264.666,248.0
2024-09-29 16:45:00,334.11,264.666,248.0,234.901
2024-09-29 17:00:00,264.666,248.0,234.901,231.102
2024-09-29 17:15:00,248.0,234.901,231.102,31.365
2024-09-29 17:30:00,234.901,231.102,31.365,-98.608
2024-09-29 17:45:00,231.102,31.365,-98.608,33.365
2024-09-29 18:00:00,31.365,-98.608,33.365,-65.324
2024-09-29 18:15:00,-98.608,33.365,-65.324,-94.349
2024-09-29 18:30:00,33.365,-65.324,-94.349,-52.921
2024-09-29 18:45:00,-65.324,-94.349,-52.921,-95.193
2024-09-29 19:00:00,-94.349,-52.921,-95.193,-60.1
2024-09-29 19:15:00,-52.921,-95.193,-60.1,199.669
2024-09-29 19:30:00,-95.193,-60.1,199.669,26.035
2024-09-29 19:45:00,-60.1,199.669,26.035,-52.19
2024-09-29 20:00:00,199.669,26.035,-52.19,26.035
2024-09-29 20:15:00,26.035,-52.19,26.035,160.448
2024-09-29 20:30:00,-52.19,26.035,160.448,142.782
2024-09-29 20:45:00,26.035,160.448,142.782,256.484
2024-09-29 21:00:00,160.448,142.782,256.484,255.889
2024-09-29 21:15:00,142.782,256.484,255.889,240.0
2024-09-29 21:30:00,256.484,255.889,240.0,60.0
2024-09-29 21:45:00,255.889,240.0,60.0,-50.4
2024-09-29 22:00:00,240.0,60.0,-50.4,60.0
2024-09-29 22:15:00,60.0,-50.4,60.0,40.6
2024-09-29 22:30:00,-50.4,60.0,40.6,40.6
2024-09-29 22:45:00,60.0,40.6,40.6,-48.227
2024-09-29 23:00:00,40.6,40.6,-48.227,40.6
2024-09-29 23:15:00,40.6,-48.227,40.6,40.615
2024-09-29 23:30:00,-48.227,40.6,40.615,40.615
2024-09-29 23:45:00,40.6,40.615,40.615,130.373
2024-09-30 00:00:00,40.615,40.615,130.373,142.342
2024-09-30 00:15:00,40.615,130.373,142.342,146.48
2024-09-30 00:30:00,130.373,142.342,146.48,133.46
2024-09-30 00:45:00,142.342,146.48,133.46,145.331
2024-09-30 01:00:00,146.48,133.46,145.331,196.08
2024-09-30 01:15:00,133.46,145.331,196.08,43.125
2024-09-30 01:30:00,145.331,196.08,43.125,-46.336
2024-09-30 01:45:00,196.08,43.125,-46.336,43.125
2024-09-30 02:00:00,43.125,-46.336,43.125,-66.773
2024-09-30 02:15:00,-46.336,43.125,-66.773,40.57
2024-09-30 02:30:00,43.125,-66.773,40.57,255.67
2024-09-30 02:45:00,-66.773,40.57,255.67,40.57
2024-09-30 03:00:00,40.57,255.67,40.57,-49.837
2024-09-30 03:15:00,255.67,40.57,-49.837,40.435
2024-09-30 03:30:00,40.57,-49.837,40.435,-44.13
2024-09-30 03:45:00,-49.837,40.435,-44.13,301.846
2024-09-30 04:00:00,40.435,-44.13,301.846,354.972
2024-09-30 04:15:00,-44.13,301.846,354.972,-78.181
2024-09-30 04:30:00,301.846,354.972,-78.181,42.935
2024-09-30 04:45:00,354.972,-78.181,42.935,287.535
2024-09-30 05:00:00,-78.181,42.935,287.535,146.91
2024-09-30 05:15:00,42.935,287.535,146.91,40.0
2024-09-30 05:30:00,287.535,146.91,40.0,269.791
2024-09-30 05:45:00,146.91,40.0,269.791,330.858
2024-09-30 06:00:00,40.0,269.791,330.858,312.767
2024-09-30 06:15:00,269.791,330.858,312.767,330.359
2024-09-30 06:30:00,330.858,312.767,330.359,157.95
2024-09-30 06:45:00,312.767,330.359,157.95,198.2
2024-09-30 07:00:00,330.359,157.95,198.2,-33.195
2024-09-30 07:15:00,157.95,198.2,-33.195,43.0
2024-09-30 07:30:00,198.2,-33.195,43.0,43.0
2024-09-30 07:45:00,-33.195,43.0,43.0,272.701
2024-09-30 08:00:00,43.0,43.0,272.701,42.5
2024-09-30 08:15:00,43.0,272.701,42.5,314.751
2024-09-30 08:30:00,272.701,42.5,314.751,237.53
2024-09-30 08:45:00,42.5,314.751,237.53,315.804
2024-09-30 09:00:00,314.751,237.53,315.804,264.107
2024-09-30 09:15:00,237.53,315.804,264.107,349.132
2024-09-30 09:30:00,315.804,264.107,349.132,-45.334
2024-09-30 09:45:00,264.107,349.132,-45.334,24.6
2024-09-30 10:00:00,349.132,-45.334,24.6,-46.6
2024-09-30 10:15:00,-45.334,24.6,-46.6,195.898
2024-09-30 10:30:00,24.6,-46.6,195.898,21.11
2024-09-30 10:45:00,-46.6,195.898,21.11,-52.055
2024-09-30 11:00:00,195.898,21.11,-52.055,-117.205
2024-09-30 11:15:00,21.11,-52.055,-117.205,-68.225
2024-09-30 11:30:00,-52.055,-117.205,-68.225,-182.225
2024-09-30 11:45:00,-117.205,-68.225,-182.225,-163.0
2024-09-30 12:00:00,-68.225,-182.225,-163.0,-107.0
2024-09-30 12:15:00,-182.225,-163.0,-107.0,-47.118
2024-09-30 12:30:00,-163.0,-107.0,-47.118,-56.446
2024-09-30 12:45:00,-107.0,-47.118,-56.446,-120.287
2024-09-30 13:00:00,-47.118,-56.446,-120.287,-163.0
2024-09-30 13:15:00,-56.446,-120.287,-163.0,-46.574
2024-09-30 13:30:00,-120.287,-163.0,-46.574,-51.911
2024-09-30 13:45:00,-163.0,-46.574,-51.911,-47.427
2024-09-30 14:00:00,-46.574,-51.911,-47.427,-43.844
2024-09-30 14:15:00,-51.911,-47.427,-43.844,-47.575
2024-09-30 14:30:00,-47.427,-43.844,-47.575,53.455
2024-09-30 14:45:00,-43.844,-47.575,53.455,53.455
2024-09-30 15:00:00,-47.575,53.455,53.455,285.295
2024-09-30 15:15:00,53.455,53.455,285.295,344.288
2024-09-30 15:30:00,53.455,285.295,344.288,55.435
2024-09-30 15:45:00,285.295,344.288,55.435,333.448
2024-09-30 16:00:00,344.288,55.435,333.448,383.75
2024-09-30 16:15:00,55.435,333.448,383.75,65.55
2024-09-30 16:30:00,333.448,383.75,65.55,331.291
2024-09-30 16:45:00,383.75,65.55,331.291,381.078
2024-09-30 17:00:00,65.55,331.291,381.078,413.873
2024-09-30 17:15:00,331.291,381.078,413.873,248.0
2024-09-30 17:30:00,381.078,413.873,248.0,77.5
2024-09-30 17:45:00,413.873,248.0,77.5,-49.283
2024-09-30 18:00:00,248.0,77.5,-49.283,77.5
2024-09-30 18:15:00,77.5,-49.283,77.5,77.5
2024-09-30 18:30:00,-49.283,77.5,77.5,-55.329
2024-09-30 18:45:00,77.5,77.5,-55.329,-57.835
2024-09-30 19:00:00,77.5,-55.329,-57.835,-55.122
2024-09-30 19:15:00,-55.329,-57.835,-55.122,53.495
2024-09-30 19:30:00,-57.835,-55.122,53.495,-62.413
2024-09-30 19:45:00,-55.122,53.495,-62.413,-99.463
2024-09-30 20:00:00,53.495,-62.413,-99.463,-77.938
2024-09-30 20:15:00,-62.413,-99.463,-77.938,53.695
2024-09-30 20:30:00,-99.463,-77.938,53.695,-81.782
2024-09-30 20:45:00,-77.938,53.695,-81.782,-103.688
2024-09-30 21:00:00,53.695,-81.782,-103.688,-89.474
2024-09-30 21:15:00,-81.782,-103.688,-89.474,53.5
2024-09-30 21:30:00,-103.688,-89.474,53.5,-72.975
2024-09-30 21:45:00,-89.474,53.5,-72.975,-57.55
2024-09-30 22:00:00,53.5,-72.975,-57.55,-71.239
2024-09-30 22:15:00,-72.975,-57.55,-71.239,-48.917
2024-09-30 22:30:00,-57.55,-71.239,-48.917,-47.382
2024-09-30 22:45:00,-71.239,-48.917,-47.382,-81.315
2024-09-30 23:00:00,-48.917,-47.382,-81.315,-85.553
2024-09-30 23:15:00,-47.382,-81.315,-85.553,-47.191
2024-09-30 23:30:00,-81.315,-85.553,-47.191,-47.302
2024-09-30 23:45:00,-85.553,-47.191,-47.302,-47.181
2024-10-01 00:00:00,-47.191,-47.302,-47.181,-49.613
2024-10-01 00:15:00,-47.302,-47.181,-49.613,-47.53
2024-10-01 00:30:00,-47.181,-49.613,-47.53,-58.204
2024-10-01 00:45:00,-49.613,-47.53,-58.204,-71.499
2024-10-01 01:00:00,-47.53,-58.204,-71.499,-87.018
2024-10-01 01:15:00,-58.204,-71.499,-87.018,60.0
2024-10-01 01:30:00,-71.499,-87.018,60.0,-72.649
2024-10-01 01:45:00,-87.018,60.0,-72.649,-82.73
2024-10-01 02:00:00,60.0,-72.649,-82.73,-55.0
2024-10-01 02:15:00,-72.649,-82.73,-55.0,280.289
2024-10-01 02:30:00,-82.73,-55.0,280.289,-46.531
2024-10-01 02:45:00,-55.0,280.289,-46.531,-56.957
2024-10-01 03:00:00,280.289,-46.531,-56.957,60.0
2024-10-01 03:15:00,-46.531,-56.957,60.0,-105.905
2024-10-01 03:30:00,-56.957,60.0,-105.905,-48.634
2024-10-01 03:45:00,60.0,-105.905,-48.634,-46.704
2024-10-01 04:00:00,-105.905,-48.634,-46.704,238.934
2024-10-01 04:15:00,-48.634,-46.704,238.934,-47.82
2024-10-01 04:30:00,-46.704,238.934,-47.82,45.14
2024-10-01 04:45:00,238.934,-47.82,45.14,282.707
2024-10-01 05:00:00,-47.82,45.14,282.707,45.14
2024-10-01 05:15:00,45.14,282.707,45.14,-45.025
2024-10-01 05:30:00,282.707,45.14,-45.025,-41.93
2024-10-01 05:45:00,45.14,-45.025,-41.93,156.582
2024-10-01 06:00:00,-45.025,-41.93,156.582,161.753
2024-10-01 06:15:00,-41.93,156.582,161.753,292.466
2024-10-01 06:30:00,156.582,161.753,292.466,111.051
2024-10-01 06:45:00,161.753,292.466,111.051,125.878
2024-10-01 07:00:00,292.466,111.051,125.878,167.523
2024-10-01 07:15:00,111.051,125.878,167.523,286.423
2024-10-01 07:30:00,125.878,167.523,286.423,308.325
2024-10-01 07:45:00,167.523,286.423,308.325,315.53
2024-10-01 08:00:00,286.423,308.325,315.53,280.62
2024-10-01 08:15:00,308.325,315.53,280.62,324.014
2024-10-01 08:30:00,315.53,280.62,324.014,312.002
2024-10-01 08:45:00,280.62,324.014,312.002,280.41
2024-10-01 09:00:00,324.014,312.002,280.41,201.989
2024-10-01 09:15:00,312.002,280.41,201.989,40.5
2024-10-01 09:30:00,280.41,201.989,40.5,193.16
2024-10-01 09:45:00,201.989,40.5,193.16,147.329
2024-10-01 10:00:00,40.5,193.16,147.329,342.491
2024-10-01 10:15:00,193.16,147.329,342.491,336.203
2024-10-01 10:30:00,147.329,342.491,336.203,311.085
2024-10-01 10:45:00,342.491,336.203,311.085,388.063
2024-10-01 11:00:00,336.203,311.085,388.063,398.568
2024-10-01 11:15:00,311.085,388.063,398.568,313.953
2024-10-01 11:30:00,388.063,398.568,313.953,200.679
2024-10-01 11:45:00,398.568,313.953,200.679,238.544
2024-10-01 12:00:00,313.953,200.679,238.544,40.0
2024-10-01 12:15:00,200.679,238.544,40.0,-58.601
2024-10-01 12:30:00,238.544,40.0,-58.601,27.6
2024-10-01 12:45:00,40.0,-58.601,27.6,94.445
2024-10-01 13:00:00,-58.601,27.6,94.445,90.675
2024-10-01 13:15:00,27.6,94.445,90.675,47.6
2024-10-01 13:30:00,94.445,90.675,47.6,38.69
2024-10-01 13:45:00,90.675,47.6,38.69,-50.886
2024-10-01 14:00:00,47.6,38.69,-50.886,-58.194
2024-10-01 14:15:00,38.69,-50.886,-58.194,-147.519
2024-10-01 14:30:00,-50.886,-58.194,-147.519,-57.183
2024-10-01 14:45:00,-58.194,-147.519,-57.183,288.746
2024-10-01 15:00:00,-147.519,-57.183,288.746,6.31
2024-10-01 15:15:00,-57.183,288.746,6.31,-334.697
2024-10-01 15:30:00,288.746,6.31,-334.697,282.358
2024-10-01 15:45:00,6.31,-334.697,282.358,293.637
2024-10-01 16:00:00,-334.697,282.358,293.637,317.297
2024-10-01 16:15:00,282.358,293.637,317.297,6.31
2024-10-01 16:30:00,293.637,317.297,6.31,297.071
2024-10-01 16:45:00,317.297,6.31,297.071,349.32
2024-10-01 17:00:00,6.31,297.071,349.32,300.718
2024-10-01 17:15:00,297.071,349.32,300.718,513.0
2024-10-01 17:30:00,349.32,300.718,513.0,513.0
2024-10-01 17:45:00,300.718,513.0,513.0,369.396
2024-10-01 18:00:00,513.0,513.0,369.396,403.65
2024-10-01 18:15:00,513.0,369.396,403.65,381.145
2024-10-01 18:30:00,369.396,403.65,381.145,371.786
2024-10-01 18:45:00,403.65,381.145,371.786,358.948
2024-10-01 19:00:00,381.145,371.786,358.948,291.309
2024-10-01 19:15:00,371.786,358.948,291.309,248.0
2024-10-01 19:30:00,358.948,291.309,248.0,193.16
2024-10-01 19:45:00,291.309,248.0,193.16,194.758
2024-10-01 20:00:00,248.0,193.16,194.758,269.559
2024-10-01 20:15:00,193.16,194.758,269.559,67.38
2024-10-01 20:30:00,194.758,269.559,67.38,137.304
2024-10-01 20:45:00,269.559,67.38,137.304,144.637
2024-10-01 21:00:00,67.38,137.304,144.637,140.039
2024-10-01 21:15:00,137.304,144.637,140.039,153.466
2024-10-01 21:30:00,144.637,140.039,153.466,144.587
2024-10-01 21:45:00,140.039,153.466,144.587,146.159
2024-10-01 22:00:00,153.466,144.587,146.159,72.065
2024-10-01 22:15:00,144.587,146.159,72.065,151.101
2024-10-01 22:30:00,146.159,72.065,151.101,159.13
2024-10-01 22:45:00,72.065,151.101,159.13,-310.885
2024-10-01 23:00:00,151.101,159.13,-310.885,-454.708
2024-10-01 23:15:00,159.13,-310.885,-454.708,151.667
2024-10-01 23:30:00,-310.885,-454.708,151.667,72.065
2024-10-01 23:45:00,-454.708,151.667,72.065,145.418
2024-10-02 00:00:00,151.667,72.065,145.418,72.065
2024-10-02 00:15:00,72.065,145.418,72.065,150.586
2024-10-02 00:30:00,145.418,72.065,150.586,133.532
2024-10-02 00:45:00,72.065,150.586,133.532,-352.158
2024-10-02 01:00:00,150.586,133.532,-352.158,72.065
2024-10-02 01:15:00,133.532,-352.158,72.065,167.106
2024-10-02 01:30:00,-352.158,72.065,167.106,177.16
2024-10-02 01:45:00,72.065,167.106,177.16,178.781
2024-10-02 02:00:00,167.106,177.16,178.781,72.065
2024-10-02 02:15:00,177.16,178.781,72.065,72.065
2024-10-02 02:30:00,178.781,72.065,72.065,151.576
2024-10-02 02:45:00,72.065,72.065,151.576,128.812
2024-10-02 03:00:00,72.065,151.576,128.812,-607.01
2024-10-02 03:15:00,151.576,128.812,-607.01,233.152
2024-10-02 03:30:00,128.812,-607.01,233.152,72.065
2024-10-02 03:45:00,-607.01,233.152,72.065,191.039
2024-10-02 04:00:00,233.152,72.065,191.039,-640.611
2024-10-02 04:15:00,72.065,191.039,-640.611,228.109
2024-10-02 04:30:00,191.039,-640.611,228.109,257.47
2024-10-02 04:45:00,-640.611,228.109,257.47,258.93
2024-10-02 05:00:00,228.109,257.47,258.93,282.144
2024-10-02 05:15:00,257.47,258.93,282.144,344.34
2024-10-02 05:30:00,258.93,282.144,344.34,283.92
2024-10-02 05:45:00,282.144,344.34,283.92,-284.26
2024-10-02 06:00:00,344.34,283.92,-284.26,-348.993
2024-10-02 06:15:00,283.92,-284.26,-348.993,71.675
2024-10-02 06:30:00,-284.26,-348.993,71.675,-284.568
2024-10-02 06:45:00,-348.993,71.675,-284.568,-480.278
2024-10-02 07:00:00,71.675,-284.568,-480.278,-556.645
2024-10-02 07:15:00,-284.568,-480.278,-556.645,-472.376
2024-10-02 07:30:00,-480.278,-556.645,-472.376,-532.615
2024-10-02 07:45:00,-556.645,-472.376,-532.615,71.675
2024-10-02 08:00:00,-472.376,-532.615,71.675,-584.742
2024-10-02 08:15:00,-532.615,71.675,-584.742,-72.134
2024-10-02 08:30:00,71.675,-584.742,-72.134,153.078
2024-10-02 08:45:00,-584.742,-72.134,153.078,-65.976
2024-10-02 09:00:00,-72.134,153.078,-65.976,-99.697
2024-10-02 09:15:00,153.078,-65.976,-99.697,-64.009
2024-10-02 09:30:00,-65.976,-99.697,-64.009,-84.0
2024-10-02 09:45:00,-99.697,-64.009,-84.0,-65.177
2024-10-02 10:00:00,-64.009,-84.0,-65.177,67.43
2024-10-02 10:15:00,-84.0,-65.177,67.43,167.992
2024-10-02 10:30:00,-65.177,67.43,167.992,263.667
2024-10-02 10:45:00,67.43,167.992,263.667,272.283
2024-10-02 11:00:00,167.992,263.667,272.283,258.191
2024-10-02 11:15:00,263.667,272.283,258.191,193.34
2024-10-02 11:30:00,272.283,258.191,193.34,276.536
2024-10-02 11:45:00,258.191,193.34,276.536,311.85
2024-10-02 12:00:00,193.34,276.536,311.85,320.921
2024-10-02 12:15:00,276.536,311.85,320.921,156.4
2024-10-02 12:30:00,311.85,320.921,156.4,216.359
2024-10-02 12:45:00,320.921,156.4,216.359,149.82
2024-10-02 13:00:00,156.4,216.359,149.82,-135.627
2024-10-02 13:15:00,216.359,149.82,-135.627,-328.258
2024-10-02 13:30:00,149.82,-135.627,-328.258,82.7
2024-10-02 13:45:00,-135.627,-328.258,82.7,82.7
2024-10-02 14:00:00,-328.258,82.7,82.7,154.772
2024-10-02 14:15:00,82.7,82.7,154.772,212.604
2024-10-02 14:30:00,82.7,154.772,212.604,198.817
2024-10-02 14:45:00,154.772,212.604,198.817,255.0
2024-10-02 15:00:00,212.604,198.817,255.0,194.23
2024-10-02 15:15:00,198.817,255.0,194.23,265.846
2024-10-02 15:30:00,255.0,194.23,265.846,269.293
2024-10-02 15:45:00,194.23,265.846,269.293,212.964
2024-10-02 16:00:00,265.846,269.293,212.964,257.419
2024-10-02 16:15:00,269.293,212.964,257.419,275.843
2024-10-02 16:30:00,212.964,257.419,275.843,239.167
2024-10-02 16:45:00,257.419,275.843,239.167,255.0
2024-10-02 17:00:00,275.843,239.167,255.0,82.7
2024-10-02 17:15:00,239.167,255.0,82.7,330.25
2024-10-02 17:30:00,255.0,82.7,330.25,82.7
2024-10-02 17:45:00,82.7,330.25,82.7,154.756
2024-10-02 18:00:00,330.25,82.7,154.756,-68.412
2024-10-02 18:15:00,82.7,154.756,-68.412,82.7
2024-10-02 18:30:00,154.756,-68.412,82.7,-56.203
2024-10-02 18:45:00,-68.412,82.7,-56.203,82.7
2024-10-02 19:00:00,82.7,-56.203,82.7,-59.205
2024-10-02 19:15:00,-56.203,82.7,-59.205,152.219
2024-10-02 19:30:00,82.7,-59.205,152.219,82.6
2024-10-02 19:45:00,-59.205,152.219,82.6,-66.229
2024-10-02 20:00:00,152.219,82.6,-66.229,-87.569
2024-10-02 20:15:00,82.6,-66.229,-87.569,153.809
2024-10-02 20:30:00,-66.229,-87.569,153.809,-70.535
2024-10-02 20:45:00,-87.569,153.809,-70.535,-88.773
2024-10-02 21:00:00,153.809,-70.535,-88.773,-127.109
2024-10-02 21:15:00,-70.535,-88.773,-127.109,-52.872
2024-10-02 21:30:00,-88.773,-127.109,-52.872,-75.203
2024-10-02 21:45:00,-127.109,-52.872,-75.203,-81.994
2024-10-02 22:00:00,-52.872,-75.203,-81.994,-60.382
2024-10-02 22:15:00,-75.203,-81.994,-60.382,151.119
2024-10-02 22:30:00,-81.994,-60.382,151.119,7.7
2024-10-02 22:45:00,-60.382,151.119,7.7,145.331
2024-10-02 23:00:00,151.119,7.7,145.331,-174.053
2024-10-02 23:15:00,7.7,145.331,-174.053,-387.455
2024-10-02 23:30:00,145.331,-174.053,-387.455,-340.516
2024-10-02 23:45:00,-174.053,-387.455,-340.516,-334.028
2024-10-03 00:00:00,-387.455,-340.516,-334.028,-510.885
2024-10-03 00:15:00,-340.516,-334.028,-510.885,-475.962
2024-10-03 00:30:00,-334.028,-510.885,-475.962,-454.299
2024-10-03 00:45:00,-510.885,-475.962,-454.299,7.935
2024-10-03 01:00:00,-475.962,-454.299,7.935,-453.668
2024-10-03 01:15:00,-454.299,7.935,-453.668,-530.913
2024-10-03 01:30:00,7.935,-453.668,-530.913,-589.161
2024-10-03 01:45:00,-453.668,-530.913,-589.161,-582.873
2024-10-03 02:00:00,-530.913,-589.161,-582.873,-163.0
2024-10-03 02:15:00,-589.161,-582.873,-163.0,32.0
2024-10-03 02:30:00,-582.873,-163.0,32.0,-339.307
2024-10-03 02:45:00,-163.0,32.0,-339.307,30.0
2024-10-03 03:00:00,32.0,-339.307,30.0,30.0
2024-10-03 03:15:00,-339.307,30.0,30.0,114.471
2024-10-03 03:30:00,30.0,30.0,114.471,155.87
2024-10-03 03:45:00,30.0,114.471,155.87,154.154
2024-10-03 04:00:00,114.471,155.87,154.154,64.935
2024-10-03 04:15:00,155.87,154.154,64.935,135.724
2024-10-03 04:30:00,154.154,64.935,135.724,124.68
2024-10-03 04:45:00,64.935,135.724,124.68,195.693
2024-10-03 05:00:00,135.724,124.68,195.693,198.961
2024-10-03 05:15:00,124.68,195.693,198.961,211.531
2024-10-03 05:30:00,195.693,198.961,211.531,156.969
2024-10-03 05:45:00,198.961,211.531,156.969,160.579
2024-10-03 06:00:00,211.531,156.969,160.579,139.586
2024-10-03 06:15:00,156.969,160.579,139.586,211.171
2024-10-03 06:30:00,160.579,139.586,211.171,47.935
2024-10-03 06:45:00,139.586,211.171,47.935,-394.299
2024-10-03 07:00:00,211.171,47.935,-394.299,-522.471
2024-10-03 07:15:00,47.935,-394.299,-522.471,-277.849
2024-10-03 07:30:00,-394.299,-522.471,-277.849,-566.476
2024-10-03 07:45:00,-522.471,-277.849,-566.476,-118.778
2024-10-03 08:00:00,-277.849,-566.476,-118.778,-327.016
2024-10-03 08:15:00,-566.476,-118.778,-327.016,-578.632
2024-10-03 08:30:00,-118.778,-327.016,-578.632,-656.685
2024-10-03 08:45:00,-327.016,-578.632,-656.685,-620.069
2024-10-03 09:00:00,-578.632,-656.685,-620.069,-442.177
2024-10-03 09:15:00,-656.685,-620.069,-442.177,-377.718
